php_version,runtime_profile,execution_environment,opcache_enable,opcache_enable_cli,opcache_jit,opcache_jit_buffer_size,opcache_memory_consumption,opcache_validate_timestamps,error_reporting,scenario,detail,router,size,iterations,revolutions,median_ns,mean_ns,min_ns,max_ns,stddev_ns,rsd_percent,ops_per_second,requests_per_second,requests_per_minute,relative,source
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,compilation,,"Illuminate Routing",1000,9,1,20758000,20620222.222222,19850000,21282000,523600.733761,2.5392584430866,48.496082594218,,,43.239049394221,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,compilation,,FastRoute,10000,9,1,1738000,1718444.4444444,1636000,1791000,47296.020765461,2.75225777117,581.92163455323,,,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,compilation,,"Ariel Radix Router",10000,9,1,14823000,14846888.888889,14466000,15341000,277372.77141239,1.8682215074699,67.354178204187,,,8.6397258502525,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,compilation,,"Symfony Routing",10000,9,1,339602000,339524777.77778,335946000,344162000,2668815.0836312,0.78604427667955,2.9452931433903,,,197.57681365577,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,compilation,,"Illuminate Routing",10000,9,1,365441000,366224222.22222,363017000,370383000,2254220.1794155,0.61553006126603,2.7305676121915,,,213.11379800854,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,FastRoute,10,9,1000,1279,1280.5555555556,1261,1304,14.538157541152,1.1353008058167,780911.0629067,780911.0629067,46854663.774402,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Symfony Routing",10,9,1000,1584,1596.5555555556,1547,1662,34.43870919994,2.1570630022928,626348.38889274,626348.38889274,37580903.333564,1.2467678958785,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Ariel Radix Router",10,9,1000,2082,2081.4444444444,2059,2102,13.92927461708,0.66921193377312,480435.59493942,480435.59493942,28826135.696365,1.6254229934923,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,AltoRouter,10,9,1000,7446,7419.7777777778,7304,7503,68.522142046329,0.92350666150073,134774.92587379,134774.92587379,8086495.5524274,5.794186550976,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Illuminate Routing",10,9,1000,12110,12143,11841,12624,212.84631910267,1.752831418123,82351.972329737,82351.972329737,4941118.3397842,9.482603036876,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Symfony Routing",100,9,1000,1760,1760.5555555556,1734,1796,23.056024091625,1.3095879887953,568002.52445565,568002.52445565,34080151.467339,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Ariel Radix Router",100,9,1000,2150,2137.3333333333,2038,2227,56.715665090578,2.6535713548306,467872.7386151,467872.7386151,28072364.316906,1.2140107289365,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,FastRoute,100,9,1000,2393,2405.1111111111,2369,2470,31.053518120405,1.2911469236055,415781.20668946,415781.20668946,24946872.401368,1.3661091827074,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Illuminate Routing",100,9,1000,12794,12728.111111111,12455,13025,183.59281300654,1.4424199427853,78566.253175387,78566.253175387,4713975.1905232,7.2295992426631,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,AltoRouter,100,9,1000,53225,53377.666666667,53042,54033,283.04102568748,0.53026114358842,18734.42700755,18734.42700755,1124065.620453,30.318649416219,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Ariel Radix Router",1000,9,1000,2080,2074.5555555556,2042,2124,23.485745611191,1.1320856435152,482030.95709923,482030.95709923,28921857.425954,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Symfony Routing",1000,9,1000,2099,2102.4444444444,2068,2131,22.231664660575,1.0574198390507,475636.82485996,475636.82485996,28538209.491598,1.0134433078035,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Illuminate Routing",1000,9,1000,12740,12815.111111111,12657,13256,192.14834803953,1.4993888572135,78032.877852536,78032.877852536,4681972.6711522,6.1772802742219,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,FastRoute,1000,9,1000,12854,12888,12757,13154,110.5380779038,0.85768216871354,77591.558038485,77591.558038485,4655493.4823091,6.2124149750949,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,AltoRouter,1000,9,1000,522198,519766.66666667,507975,526965,6201.297803238,1.1930926319319,1923.9402295902,1923.9402295902,115436.41377541,250.54362380161,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Ariel Radix Router",10000,9,1000,2111,2122.3333333333,2067,2192,37.973675092095,1.7892417979627,471179.5193969,471179.5193969,28270771.163814,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Symfony Routing",10000,9,1000,6249,6300.7777777778,6220,6422,79.711671775744,1.2651084451332,158710.56483327,158710.56483327,9522633.8899959,2.96879744516,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,"Illuminate Routing",10000,9,1000,17045,17117,16942,17407,151.99926900409,0.88800180524677,58421.452357306,58421.452357306,3505287.1414383,8.0651798335167,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,FastRoute,10000,9,1000,120550,120353.22222222,119449,120977,455.15510855038,0.37818273590546,8308.8760029507,8308.8760029507,498532.56017704,56.707973404534,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,constrained_match,,AltoRouter,10000,9,1000,5395637,5410400.3333333,5325999,5545033,60995.61760032,1.1273771595889,184.82920641547,184.82920641547,11089.752384928,2549.2698288048,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,finalization,,"Simple PHP Router",10,9,1,72000,72222.222222222,69000,74000,1617.8021976179,2.2400338120863,13846.153846154,,,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,finalization,,"Simple PHP Router",100,9,1,84000,83555.555555556,81000,87000,1706.9212773041,2.0428579116672,11968.085106383,,,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,finalization,,"Simple PHP Router",1000,9,1,191000,190333.33333333,184000,196000,4422.1663871405,2.3233798881649,5253.9404553416,,,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,finalization,,"Simple PHP Router",10000,9,1,1636000,1630666.6666667,1588000,1666000,27720.830515056,1.6999691648644,613.24611610792,,,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,FastRoute,10,9,500,1770,1772.4444444444,1748,1816,20.992650095324,1.1843897370732,564192.57773321,564192.57773321,33851554.663993,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Symfony Routing",10,9,500,2066,2066.4444444444,2052,2088,11.344221349422,0.54897296561352,483923.00247339,483923.00247339,29035380.148404,1.1658726178536,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Ariel Radix Router",10,9,500,2568,2573.1111111111,2498,2664,51.709540156628,2.0096116305797,388634.59711547,388634.59711547,23318075.826928,1.4517301905717,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Bramus Router",10,9,500,3900,3878.4444444444,3782,4024,72.833312145094,1.8779001011455,257835.32916977,257835.32916977,15470119.750186,2.1881895687061,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,AltoRouter,10,9,500,6020,6019.5555555556,5934,6144,63.664242730666,1.057623642528,166125.22150029,166125.22150029,9967513.2900176,3.3961885656972,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Simple PHP Router",10,9,500,13658,13611.111111111,13338,14008,212.21186711211,1.5591075951094,73469.387755103,73469.387755103,4408163.2653062,7.6792878635909,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Illuminate Routing",10,9,500,47296,47314.888888889,46786,48130,453.20597339509,0.95785065555023,21134.996266151,21134.996266151,1268099.775969,26.694709127383,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Symfony Routing",100,9,500,2162,2180.8888888889,2118,2274,50.368518484476,2.3095407905048,458528.63256572,458528.63256572,27511717.953943,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,FastRoute,100,9,500,2438,2463.5555555556,2436,2516,31.829794257411,1.2920266476488,405917.37326357,405917.37326357,24355042.395814,1.1296107601386,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Ariel Radix Router",100,9,500,2542,2556.4444444444,2508,2616,41.588222454363,1.6267993832113,391168.28929069,391168.28929069,23470097.357441,1.1722029753413,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Bramus Router",100,9,500,20102,20119.555555556,19784,20954,334.45780704202,1.6623518651716,49702.88718549,49702.88718549,2982173.2311294,9.2253922967191,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,AltoRouter,100,9,500,37786,37788.666666667,37506,38366,247.9372680516,0.65611541745743,26462.96067604,26462.96067604,1587777.6405624,17.327185653149,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Illuminate Routing",100,9,500,47018,47251.111111111,46370,48506,647.12019224397,1.3695343390386,21163.523491511,21163.523491511,1269811.4094907,21.665987364989,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Simple PHP Router",100,9,500,90376,90520.666666667,89176,92000,846.38683039534,0.93502054454821,11047.201007505,11047.201007505,662832.06045028,41.506317505604,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Symfony Routing",1000,9,500,2502,2508,2440,2564,33.862466931201,1.3501781073047,398724.08293461,398724.08293461,23923444.976077,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Ariel Radix Router",1000,9,500,2528,2532.4444444444,2482,2632,45.075519621362,1.7799213609699,394875.3948754,394875.3948754,23692523.692524,1.0097465886939,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,FastRoute,1000,9,500,8404,8428.4444444444,8260,8634,111.43419693664,1.322120560575,118645.85530479,118645.85530479,7118751.3182873,3.3606237816764,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Illuminate Routing",1000,9,500,47868,47743.111111111,46684,48592,655.40495445258,1.3727738708256,20945.43017259,20945.43017259,1256725.8103554,19.036328194223,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Bramus Router",1000,9,500,187130,187162.66666667,185562,189414,1029.0254289051,0.54980271826206,5342.945886644,5342.945886644,320576.75319864,74.626262626264,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,AltoRouter,1000,9,500,348056,348226.22222222,347186,350524,1041.5801860398,0.29911021042381,2871.696432332,2871.696432332,172301.78593992,138.84618110934,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Simple PHP Router",1000,9,500,865000,867163.33333333,862022,878076,5115.2378895479,0.58988170889159,1153.1852899684,1153.1852899684,69191.117398107,345.75890483785,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Ariel Radix Router",10000,9,500,2564,2543.5555555556,2488,2620,46.397105060819,1.8241042527843,393150.4455705,393150.4455705,23589026.73423,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Symfony Routing",10000,9,500,5416,5483.3333333333,5300,5712,131.90905958273,2.4056363449738,182370.82066869,182370.82066869,10942249.240122,2.1557749432116,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Illuminate Routing",10000,9,500,50704,50506,49324,51362,738.54270921412,1.462287073247,19799.627766998,19799.627766998,1187977.6660199,19.856456403984,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,FastRoute,10000,9,500,70474,70605.333333333,69944,71822,584.86237697428,0.82835438820619,14163.236016165,14163.236016165,849794.1609699,27.758518259653,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,AltoRouter,10000,9,500,3670244,3676366.6666667,3615058,3770296,42015.605143274,1.1428567646483,272.00768875067,272.00768875067,16320.46132504,1445.3651930805,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Bramus Router",10000,9,500,9540374,9590522.2222222,9434844,9790212,107181.39302217,1.1175761917721,104.26960876884,104.26960876884,6256.1765261306,3770.5180849204,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,full_dispatch,,"Simple PHP Router",10000,9,500,20468176,20445381.111111,20293348,20544398,70971.567403111,0.34712763248292,48.910802619206,48.910802619206,2934.6481571524,8038.1106936919,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,FastRoute,10,9,250,756,752.44444444444,732,776,15.599936688697,2.0732343502403,1329001.7720024,1329001.7720024,79740106.320142,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Ariel Radix Router",10,9,250,1072,1079.5555555556,1068,1104,12.711421907622,1.1774680647242,926307.1222725,926307.1222725,55578427.33635,1.4347312463084,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Symfony Routing",10,9,250,1404,1400,1368,1424,20.827332469084,1.4876666049346,714285.71428571,714285.71428571,42857142.857143,1.8606024808033,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Illuminate Routing",10,9,250,239944,241018.66666667,237872,245244,2629.0709808262,1.0908163326877,4149.0562280099,4149.0562280099,248943.3736806,320.31423508565,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,FastRoute,100,9,250,1152,1156,1140,1192,14.966629547096,1.294691137292,865051.90311419,865051.90311419,51903114.186851,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Ariel Radix Router",100,9,250,1232,1233.7777777778,1216,1272,17.89958272498,1.4507947093373,810518.73198846,810518.73198846,48631123.919307,1.0672818146867,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Symfony Routing",100,9,250,3132,3136,3084,3216,40.792156108742,1.3007702840798,318877.55102041,318877.55102041,19132653.061224,2.7128027681661,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Illuminate Routing",100,9,250,1863012,1871055.1111111,1852164,1947084,27706.420966365,1.4807912819795,534.4578008748,534.4578008748,32067.468052488,1618.5597846982,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Ariel Radix Router",1000,9,250,1236,1242.2222222222,1220,1296,20.665471889,1.6635889713864,805008.94454384,805008.94454384,48300536.672631,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,FastRoute,1000,9,250,2276,2289.3333333333,2272,2344,24.07396011369,1.0515707679247,436808.38672103,436808.38672103,26208503.203262,1.8429338103757,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Symfony Routing",1000,9,250,10584,10667.555555556,10500,10960,164.61612659701,1.5431475912144,93742.188150984,93742.188150984,5624531.289059,8.5874776386409,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Illuminate Routing",1000,9,250,18201672,18318069.777778,18088472,18933132,250243.63682432,1.3661026508803,54.59090461666,54.59090461666,3275.4542769996,14746.21001789,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Ariel Radix Router",10000,9,250,1540,1540.8888888889,1500,1584,23.609999973855,1.5322324759496,648976.05999423,648976.05999423,38938563.599654,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Symfony Routing",10000,9,250,6216,6276.4444444444,6056,6560,164.1077634504,2.6146612927588,159325.87452202,159325.87452202,9559552.4713214,4.0732621863282,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,FastRoute,10000,9,250,165392,165789.33333333,164480,167600,1054.8967300694,0.63628745520584,6031.7511379905,6031.7511379905,361905.06827943,107.59330833573,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,method_not_allowed,,"Illuminate Routing",10000,9,250,229482948,230494634.22222,226462868,238421468,3455324.5978898,1.499091121817,4.3384957891727,4.3384957891727,260.30974735036,149585.49956735,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,FastRoute,10,9,500,854,858.88888888889,842,894,15.176329847968,1.7669724273184,1164294.9547219,1164294.9547219,69857697.283312,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Symfony Routing",10,9,500,1110,1118.6666666667,1098,1152,21.82760739166,1.9512163937717,893921.3349225,893921.3349225,53635280.09535,1.3024579560156,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Ariel Radix Router",10,9,500,2230,2206,2140,2258,43.532873912839,1.9733850368467,453309.15684497,453309.15684497,27198549.410698,2.5684346701164,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Bramus Router",10,9,500,3370,3386.8888888889,3344,3466,40.41024194831,1.1931375156971,295256.21678367,295256.21678367,17715373.00702,3.9433376455369,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,AltoRouter,10,9,500,5710,5700.4444444444,5572,5858,85.238373089317,1.4952934621157,175424.91813504,175424.91813504,10525495.088102,6.6369987063389,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Simple PHP Router",10,9,500,13180,13188.222222222,12986,13376,112.4808900093,0.8528889498068,75825.231266957,75825.231266957,4549513.8760174,15.354980595084,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Illuminate Routing",10,9,500,45366,45479.777777778,44970,46924,552.64892970689,1.2151531003674,21987.794331058,21987.794331058,1319267.6598635,52.951875808538,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Symfony Routing",100,9,500,1182,1186.4444444444,1166,1228,17.632741711002,1.4861835118844,842854.46712871,842854.46712871,50571268.027722,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,FastRoute,100,9,500,1570,1586,1532,1648,38.389813463701,2.4205430935499,630517.02395965,630517.02395965,37831021.437579,1.3367671848661,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Ariel Radix Router",100,9,500,2250,2264.6666666667,2162,2358,63.175241282571,2.7896044134194,441566.08772446,441566.08772446,26493965.263467,1.9087844165575,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Bramus Router",100,9,500,19798,19769.777777778,19424,20078,215.77239952103,1.0914255180125,50582.257991996,50582.257991996,3034935.4795198,16.663045514142,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,AltoRouter,100,9,500,37788,37827.333333333,37194,38400,330.22820392369,0.87298832570017,26435.910540879,26435.910540879,1586154.6324527,31.882936879566,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Illuminate Routing",100,9,500,46500,46643.777777778,45742,47580,613.15826809103,1.3145553325725,21439.086790187,21439.086790187,1286345.2074112,39.313916463759,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Simple PHP Router",100,9,500,91058,91370,90624,92864,665.66391252977,0.72853662310361,10944.511327569,10944.511327569,656670.67965415,77.01161266155,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Symfony Routing",1000,9,500,1516,1508.6666666667,1470,1542,28.126697479639,1.864341414912,662836.94211223,662836.94211223,39770216.526734,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Ariel Radix Router",1000,9,500,2202,2202.2222222222,2160,2244,30.249987246197,1.3736119334802,454086.78102927,454086.78102927,27245206.861756,1.4597142436294,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,FastRoute,1000,9,500,7432,7456.8888888889,7318,7650,105.22404081498,1.4110984135994,134104.18405054,134104.18405054,8046251.0430325,4.9427014287818,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Illuminate Routing",1000,9,500,45574,45968.888888889,45108,46990,700.08260535525,1.5229487209217,21753.843178962,21753.843178962,1305230.5907377,30.469877743408,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Bramus Router",1000,9,500,186064,186872,184276,190226,1935.6011985944,1.0357898447035,5351.2564750203,5351.2564750203,321075.38850122,123.8656650464,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,AltoRouter,1000,9,500,348762,348655.77777778,345694,351314,1597.8831675952,0.45829820397057,2868.1584064767,2868.1584064767,172089.5043886,231.10192959198,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Simple PHP Router",1000,9,500,863684,864311.11111111,856224,874904,5226.4832545294,0.60469930183016,1156.9907954955,1156.9907954955,69419.447729727,572.89733392251,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Ariel Radix Router",10000,9,500,2182,2181.7777777778,2140,2244,34.492439679758,1.5809327618549,458341.82114483,458341.82114483,27500509.26869,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Symfony Routing",10000,9,500,4248,4256.8888888889,4214,4320,38.391099791617,0.90185815964854,234913.34307789,234913.34307789,14094800.584673,1.9511102057445,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Illuminate Routing",10000,9,500,50800,51091.777777778,49570,53396,1223.663513823,2.3950302123863,19572.620947924,19572.620947924,1174357.2568754,23.417498472194,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,FastRoute,10000,9,500,69600,69633.555555556,68688,70380,489.3276818727,0.70271821964096,14360.892417768,14360.892417768,861653.54506607,31.915970666123,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,AltoRouter,10000,9,500,3702324,3711505.5555556,3668142,3764548,33409.261933086,0.90015389800718,269.43244056395,269.43244056395,16165.946433837,1701.1382155225,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Bramus Router",10000,9,500,9386444,9431514.4444444,9326388,9704034,111140.02813579,1.1783900537973,106.02751084043,106.02751084043,6361.6506504258,4322.8575066204,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_full_dispatch,,"Simple PHP Router",10000,9,500,20603918,20555603.555556,20287916,20646898,106190.88294315,0.51660308906111,48.648535047744,48.648535047744,2918.9121028646,9421.4927683847,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_match,,FastRoute,10,9,1000,725,723.77777777778,703,750,12.699761833093,1.7546493168228,1381639.5455941,1381639.5455941,82898372.735646,1,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_match,,"Symfony Routing",10,9,1000,984,985.55555555556,956,1029,22.808921797846,2.3143212647194,1014656.1443066,1014656.1443066,60879368.658399,1.3616825299355,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_match,,"Ariel Radix Router",10,9,1000,1385,1390.4444444444,1357,1427,22.171609028521,1.59456993173,719194.50215761,719194.50215761,43151670.129456,1.921093030396,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_match,,AltoRouter,10,9,1000,5769,5763.3333333333,5514,5968,140.1990648249,2.4326037852789,173510.69982649,173510.69982649,10410641.989589,7.962849247774,20260722-101702-full-opcache.xml
8.4.1,opcache,native_host,1,1,0,0,128,0,8191,native_match,,"Illuminate Routing",10,9,1000,11358,11373.555555556,11210,11518,89.020735550908,0.78269926335766,87923.252769579,87923.252769579,5275395.1661747,15.714154129568,20260722-101702-full-opcache.xml
